-0.6148		-0.1504		1
-0.0294		0.9144		0
-0.8714		-0.9047		0
-0.9683		-0.4352		0
0.0648		-0.6404		1
0.4442		-0.1735		1
0.1862		-0.3235		1
-0.3427		0.9349		0
0.7718		0.7496		0
-0.2803		-0.4255		1
-0.4692		-0.6016		0
-0.88		-0.573		0
0.2869		-0.3564		1
-0.0729		-0.1317		1
-0.1791		-0.5978		1
-0.3323		-0.5858		0
0.033		-0.2827		1
0.3104		-0.2956		1
-0.0552		0.2216		1
-0.8509		-0.5515		0
0.9203		-0.4209		0
-0.2609		-0.0443		1
0.9541		-0.4916		0
-0.1102		0.4936		1
-0.6015		-0.3688		0
-0.2492		-0.9586		0
0.9326		-0.6158		0
-0.5741		-0.0364		1
0.995		0.4338		0
-0.1553		0.2691		1
-0.8046		-0.4158		0
-0.8166		0.1168		0
-0.3021		0.2745		1
0.4977		0.1016		1
-0.5143		-0.3941		1
0.4853		0.2413		1
0.5063		0.1419		1
0.1689		-0.6269		1
-0.6704		0.5663		0
-0.2965		0.7714		0
-0.884		-0.048		0
0.3734		-0.2004		1
-0.9444		-0.4617		0
-0.5423		0.3036		1
0.9597		0.8912		0
0.3948		0.7572		0
-0.3833		-0.4484		1
-0.7693		-0.7367		0
0.9447		0.9969		0
-0.9746		0.1274		0
0.9577		-0.2925		0
-0.1725		-0.0558		1
-0.3292		-0.1166		1
-0.0855		-0.5403		1
0.1971		-0.5393		1
-0.8071		0.5985		0
-0.6681		0.5361		0
-0.2279		0.8682		0
-0.8241		-0.8745		0
0.8001		0.0394		0
-0.1845		0.0371		1
-0.9906		-0.3745		0
0.9681		-0.5087		0
0.3071		-0.7834		0
-0.9324		-0.7153		0
-0.8823		-0.6239		0
0.7944		0.334		0
-0.858		-0.9561		0
0.3376		0.0494		1
-0.1791		0.9267		0
-0.7204		0.216		0
0.4113		-0.5763		0
-0.0291		0.2297		1
-0.9994		0.326		0
0.2158		0.3348		1
0.1004		0.5058		1
-0.3048		-0.0171		1
0.1318		-0.4693		1
0.3		-0.2815		1
0.3698		0.1234		1
0.9448		0.3248		0
-0.2037		0.7589		0
-0.1797		-0.2116		1
-0.5353		-0.6374		0
-0.3624		0.2167		1
-0.5327		0.1585		1
-0.4494		0.1468		1
0.4923		-0.7101		0
0.296		-0.9464		0
0.9109		0.55		0
-0.928		-0.2644		0
-0.9148		0.2182		0
0.4393		-0.3389		1
-0.7643		0.9374		0
-0.8039		0.4562		0
-0.4783		-0.8011		0
-0.213		-0.2171		1
-0.4258		-0.8927		0
0.8923		0.6073		0
-0.461		-0.7178		0
0.9584		-0.0227		0
-0.2068		0.2814		1
0.9822		0.5153		0
0.8918		0.615		0
-0.7351		0.9315		0
-0.3511		-0.5652		1
-0.5033		-0.4831		0
0.9942		-0.2312		0
-0.1986		0.584		1
0.6254		0.746		0
0.6293		-0.2857		0
0.6167		0.3451		0
-0.1892		-0.1939		1
-0.8339		-0.7686		0
0.5304		-0.3766		1
-0.8418		0.026		0
-0.4809		0.011		1
0.1816		0.2281		1
0.0802		-0.9057		0
0.5171		0.5752		0
-0.1846		-0.2361		1
-0.5583		-0.6994		0
-0.6188		-0.4738		0
-0.4258		-0.8494		0
-0.3356		-0.7627		0
0.5923		0.6995		0
0.7088		0.8542		0
0.101		0.7123		0
0.6396		-0.8063		0
-0.6118		-0.7415		0
0.4652		0.9161		0
-0.2003		0.1975		1
-0.8782		-0.5963		0
0.2453		-0.6977		0
-0.3304		-0.0716		1
-0.258		-0.4661		1
0.0146		0.0603		1
-0.4264		-0.5759		0
0.2462		-0.7716		0
0.2327		-0.4659		1
0.4452		-0.677		0
-0.4819		-0.6183		0
0.1368		0.3388		1
-0.0513		-0.9146		0
0.9558		-0.2308		0
0.3861		0.2143		1
-0.7327		-0.4963		0
0.5521		0.5181		0
0.777		-0.663		0
0.8835		-0.7036		0
-0.0606		0.7754		0
-0.9297		-0.8502		0
-0.4412		-0.8725		0
0.2731		0.7204		0
0.3125		0.567		1
0.9525		0.0165		0
-0.5405		-0.7057		0
-0.8187		0.9103		0
-0.8943		0.9418		0
-0.9831		-0.4138		0
-0.5856		0.2405		1
0.8375		0.5455		0
0.1688		0.3743		1
-0.4466		0.3979		1
-0.598		0.3989		0
-0.4156		0.0387		1
-0.2711		0.6191		0
-0.3646		-0.0573		1
-0.1193		0.8506		0
0.2197		-0.3849		1
-0.8998		0.4515		0
0.8746		-0.0956		0
-0.9459		0.6559		0
0.699		0.1152		0
-0.7161		-0.9588		0
0.2312		0.097		1
0.0184		-0.841		0
-0.6191		-0.5208		0
0.8055		0.597		0
-0.302		0.7701		0
0.674		-0.9084		0
-0.6182		-0.6042		0
-0.084		0.6109		1
-0.1307		0.1313		1
-0.568		0.2614		1
-0.5001		-0.7414		0
-0.3857		-0.1273		1
-0.0792		0.1624		1
-0.897		0.2791		0
0.3667		0.4388		1
0.4217		0.1992		1
-0.7214		-0.0525		0
-0.396		-0.5994		0
0.2412		0.7037		0
-0.0817		-0.9127		0
-0.5773		-0.9251		0
-0.6795		-0.5655		0
-0.4595		0.6951		0
0.8763		0.9657		0
0.1106		-0.6469		1
-0.1912		-0.2359		1
0.3257		-0.0311		1
0.9891		0.7844		0
-0.9426		0.9449		0
0.1503		-0.8243		0
-0.2657		-0.5525		1
0.2061		-0.2822		1
-0.5109		-0.5419		0
0.446		0.0628		1
-0.1791		0.6086		1
0.6744		0.9547		0
-0.9895		0.4204		0
-0.8761		-0.756		0
-0.0586		-0.977		0
-0.8108		-0.4746		0
0.1815		0.9306		0
-0.9896		-0.973		0
0.7066		-0.1718		0
0.3439		-0.6903		0
-0.57		-0.3247		1
0.8437		-0.8161		0
-0.9055		-0.2332		0
0.0157		0.9119		0
0.0635		-0.1942		1
0.6331		-0.8092		0
-0.4958		-0.3861		1
-0.8694		0.7928		0
0.1323		-0.0314		1
-0.8213		0.1467		0
0.9989		-0.2056		0
-0.5839		-0.004		1
-0.6558		0.2852		0
-0.4977		-0.358		1
-0.8555		0.376		0
-0.4865		0.3746		1
0.9559		0.2836		0
0.6898		-0.9823		0
0.4237		-0.0678		1
-0.5207		-0.0096		1
0.3671		-0.8965		0
-0.0373		0.9973		0
-0.4415		0.6212		0
0.4612		-0.0646		1
0.6109		-0.1799		1
-0.1003		0.98		0
0.3588		-0.1015		1
0.4213		0.6204		0
-0.0129		0.4315		1
0.2842		-0.2326		1
-0.5833		-0.7141		0
0.849		-0.1033		0
0.9134		0.9343		0
0.4703		-0.0977		1
-0.0021		0.5445		1
0.8676		0.0753		0
-0.4929		0.7739		0
-0.4327		-0.3234		1
-0.8054		0.9593		0
-0.0496		0.2765		1
0.8842		0.0518		0
-0.1435		-0.4046		1
0.7149		-0.7789		0
